Id,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
295,ADULT,888,90,45 to 54 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
296,ADULT,20,0,65 to 74 years,Parkside,June,2016,email,TRUE,2003,FALSE,7
297,ADULT,220,83,45 to 54 years,Richmond,November,2015,email,TRUE,2003,FALSE,1
298,SENIOR,2340,852,65 to 74 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
299,SENIOR,2257,246,65 to 74 years,Main Library,July,2016,phone,FALSE,2003,FALSE,5
300,ADULT,23,0,55 to 59 years,Noe Valley/Sally Brunn,June,2005,email,TRUE,2003,FALSE,8
301,SENIOR,715,973,65 to 74 years,Sunset,June,2014,email,TRUE,2003,FALSE,4
302,ADULT,1210,468,55 to 59 years,Main Library,June,2016,email,TRUE,2003,FALSE,8
303,ADULT,346,13,35 to 44 years,Marina,July,2016,email,TRUE,2003,FALSE,5
304,ADULT,40,12,60 to 64 years,Sunset,October,2010,print,FALSE,2003,FALSE,4
305,ADULT,3095,976,45 to 54 years,Chinatown,July,2016,phone,FALSE,2003,FALSE,3
306,ADULT,3880,1736,60 to 64 years,Richmond,July,2016,phone,TRUE,2003,FALSE,9
307,ADULT,418,291,45 to 54 years,Chinatown,July,2016,phone,FALSE,2003,FALSE,4
308,ADULT,393,89,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,7
309,ADULT,125,84,45 to 54 years,Sunset,July,2016,email,TRUE,2003,FALSE,11
310,SENIOR,15,1,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,8
311,ADULT,14,5,45 to 54 years,West Portal,November,2012,email,TRUE,2003,FALSE,7
312,ADULT,10,11,45 to 54 years,Mission,December,2009,email,TRUE,2003,FALSE,11
313,ADULT,34,36,45 to 54 years,Main Library,November,2015,email,TRUE,2003,FALSE,2
314,SENIOR,323,54,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,8
315,SENIOR,5,0,65 to 74 years,Merced,December,2014,print,TRUE,2003,FALSE,7
316,SENIOR,157,20,65 to 74 years,Main Library,July,2016,phone,TRUE,2003,FALSE,11
317,SENIOR,260,73,65 to 74 years,Potrero,February,2016,email,TRUE,2003,FALSE,3
318,ADULT,85,77,35 to 44 years,West Portal,September,2015,email,TRUE,2003,FALSE,4
319,ADULT,24,37,45 to 54 years,Main Library,November,2014,email,TRUE,2003,FALSE,4
320,ADULT,5673,208,60 to 64 years,Ortega,July,2016,email,TRUE,2003,FALSE,4
321,ADULT,3397,1186,45 to 54 years,Glen Park,July,2016,email,TRUE,2003,FALSE,1
322,ADULT,852,903,55 to 59 years,Western Addition,July,2016,email,TRUE,2003,FALSE,1
323,ADULT,529,331,45 to 54 years,Bernal Heights,March,2016,email,TRUE,2003,FALSE,9
324,ADULT,44,4,45 to 54 years,Main Library,October,2015,email,TRUE,2003,FALSE,2
325,ADULT,780,135,45 to 54 years,North Beach,May,2016,email,TRUE,2003,FALSE,3
326,SENIOR,60,2,65 to 74 years,Mission,February,2015,email,TRUE,2003,FALSE,8
327,ADULT,346,682,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,5
328,ADULT,341,45,60 to 64 years,Mission,July,2016,phone,TRUE,2003,FALSE,10
329,SENIOR,511,54,65 to 74 years,West Portal,April,2016,email,TRUE,2003,FALSE,7
330,ADULT,65,22,60 to 64 years,Main Library,May,2016,email,TRUE,2003,FALSE,5
331,SENIOR,1775,769,65 to 74 years,Ortega,July,2016,phone,FALSE,2003,FALSE,4
332,ADULT,391,277,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,5
333,ADULT,366,37,45 to 54 years,Chinatown,October,2013,phone,FALSE,2003,FALSE,3
334,ADULT,1136,3224,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,9
335,ADULT,5158,201,45 to 54 years,Ortega,July,2014,email,TRUE,2003,FALSE,9
336,ADULT,337,206,60 to 64 years,Richmond,June,2016,email,TRUE,2003,FALSE,1
337,SENIOR,1019,455,65 to 74 years,Main Library,July,2016,phone,FALSE,2003,FALSE,5
338,ADULT,3728,3640,55 to 59 years,Ortega,July,2016,email,TRUE,2003,FALSE,4
339,ADULT,1261,10,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,7
340,ADULT,67,3,35 to 44 years,Mission,April,2016,phone,FALSE,2003,FALSE,8
341,ADULT,472,297,35 to 44 years,Ortega,April,2016,email,TRUE,2003,FALSE,4
342,ADULT,72,22,45 to 54 years,Merced,September,2014,email,TRUE,2003,FALSE,7
343,SENIOR,48,12,65 to 74 years,Sunset,May,2016,email,TRUE,2003,FALSE,4
344,SENIOR,3321,259,65 to 74 years,Parkside,July,2016,phone,TRUE,2003,FALSE,7
345,ADULT,43,125,60 to 64 years,Ortega,May,2014,phone,FALSE,2003,FALSE,4
346,ADULT,256,34,45 to 54 years,Richmond,June,2016,email,TRUE,2003,FALSE,1
347,ADULT,7,9,25 to 34 years,West Portal,August,2014,phone,FALSE,2003,FALSE,10
348,ADULT,1667,1362,35 to 44 years,Ingleside,May,2016,email,TRUE,2003,FALSE,11
349,ADULT,1991,15,55 to 59 years,Excelsior,July,2016,phone,FALSE,2003,FALSE,11
350,ADULT,2283,128,60 to 64 years,Chinatown,July,2016,email,TRUE,2003,FALSE,10
351,ADULT,798,157,35 to 44 years,Excelsior,July,2016,email,TRUE,2003,FALSE,11
352,ADULT,225,3,35 to 44 years,Chinatown,July,2016,print,FALSE,2003,FALSE,3
353,SENIOR,2165,1592,65 to 74 years,Glen Park,July,2016,phone,FALSE,2003,FALSE,7
354,ADULT,163,22,45 to 54 years,Richmond,July,2016,email,TRUE,2003,FALSE,2
355,ADULT,15,10,45 to 54 years,Merced,January,2015,email,TRUE,2003,FALSE,9
356,ADULT,532,270,55 to 59 years,Merced,July,2016,email,TRUE,2003,FALSE,7
357,ADULT,382,308,60 to 64 years,Main Library,March,2015,email,TRUE,2003,FALSE,3
358,ADULT,150,150,45 to 54 years,West Portal,December,2014,email,TRUE,2003,FALSE,7
359,SENIOR,92,14,65 to 74 years,Marina,May,2016,print,FALSE,2003,FALSE,9
360,ADULT,1871,75,45 to 54 years,Glen Park,July,2016,email,TRUE,2003,FALSE,7
361,ADULT,8,0,25 to 34 years,Mission,September,2010,email,TRUE,2003,FALSE,11
362,SENIOR,476,563,65 to 74 years,Bernal Heights,June,2016,email,TRUE,2003,FALSE,9
363,ADULT,190,64,45 to 54 years,Main Library,November,2014,email,TRUE,2003,FALSE,11
364,ADULT,48,74,35 to 44 years,Ortega,August,2013,email,TRUE,2003,FALSE,4
365,ADULT,1433,5,35 to 44 years,Mission,July,2016,email,TRUE,2003,FALSE,9
366,ADULT,32,16,55 to 59 years,Chinatown,March,2015,print,FALSE,2003,FALSE,11
367,ADULT,13,0,60 to 64 years,West Portal,March,2016,email,TRUE,2003,FALSE,7
368,SENIOR,34,1,65 to 74 years,Merced,December,2013,print,FALSE,2003,FALSE,7
369,ADULT,728,158,55 to 59 years,Eureka Valley/Harvey Milk Memorial,July,2016,phone,FALSE,2003,FALSE,8
370,ADULT,358,35,45 to 54 years,Main Library,July,2014,email,TRUE,2003,FALSE,9
371,ADULT,137,89,45 to 54 years,Excelsior,June,2016,print,FALSE,2003,FALSE,11
372,SENIOR,126,49,65 to 74 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
373,SENIOR,204,96,65 to 74 years,Noe Valley/Sally Brunn,July,2016,email,TRUE,2003,FALSE,8
374,ADULT,315,109,60 to 64 years,Noe Valley/Sally Brunn,June,2016,email,TRUE,2003,FALSE,8
375,ADULT,15,13,25 to 34 years,Main Library,January,2008,email,TRUE,2003,FALSE,9
376,ADULT,62,60,35 to 44 years,Ocean View,June,2016,email,TRUE,2003,FALSE,11
377,SENIOR,646,18,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,3
378,SENIOR,385,178,65 to 74 years,West Portal,May,2016,email,TRUE,2003,FALSE,7
379,ADULT,55,0,45 to 54 years,Main Library,May,2016,phone,FALSE,2003,FALSE,8
380,ADULT,1,2,35 to 44 years,Chinatown,October,2004,email,TRUE,2003,FALSE,10
381,ADULT,9,0,25 to 34 years,Ortega,April,2013,email,TRUE,2003,FALSE,4
382,ADULT,11,2,55 to 59 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
383,ADULT,83,38,45 to 54 years,Glen Park,April,2015,email,TRUE,2003,FALSE,9
384,ADULT,238,24,45 to 54 years,Noe Valley/Sally Brunn,July,2016,phone,FALSE,2003,FALSE,7
385,SENIOR,169,149,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,7
386,ADULT,525,76,60 to 64 years,Golden Gate Valley,July,2016,email,TRUE,2003,FALSE,2
387,ADULT,211,179,35 to 44 years,Noe Valley/Sally Brunn,October,2015,email,TRUE,2003,FALSE,11
388,ADULT,133,2,60 to 64 years,Main Library,July,2016,phone,FALSE,2003,FALSE,6
389,SENIOR,306,135,65 to 74 years,Potrero,July,2016,email,TRUE,2003,FALSE,10
390,SENIOR,55,6,65 to 74 years,Glen Park,June,2016,email,TRUE,2003,FALSE,8
391,SENIOR,1309,1899,65 to 74 years,Anza,July,2016,email,TRUE,2003,FALSE,1
392,ADULT,191,208,45 to 54 years,Eureka Valley/Harvey Milk Memorial,April,2015,email,TRUE,2003,FALSE,8
393,ADULT,299,245,45 to 54 years,Marina,July,2016,email,TRUE,2003,FALSE,2
394,SENIOR,189,27,65 to 74 years,Park,October,2015,phone,FALSE,2003,FALSE,1
395,ADULT,196,41,25 to 34 years,Ingleside,April,2013,email,TRUE,2003,FALSE,7
396,ADULT,834,264,60 to 64 years,Merced,July,2016,email,TRUE,2003,FALSE,7
397,ADULT,956,345,60 to 64 years,Sunset,July,2016,email,TRUE,2003,FALSE,4
398,ADULT,37,2,35 to 44 years,Presidio,September,2010,email,TRUE,2003,FALSE,1
399,ADULT,2203,776,45 to 54 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2003,FALSE,8
400,ADULT,1354,460,45 to 54 years,Richmond,July,2016,email,TRUE,2003,FALSE,8
401,ADULT,106,32,25 to 34 years,Main Library,July,2014,email,TRUE,2003,FALSE,4
402,ADULT,16,20,55 to 59 years,Main Library,November,2014,email,TRUE,2003,FALSE,9
403,ADULT,89,10,60 to 64 years,Excelsior,September,2013,email,TRUE,2003,FALSE,9
404,ADULT,107,120,25 to 34 years,Richmond,May,2016,email,TRUE,2003,FALSE,1
405,ADULT,325,129,60 to 64 years,Glen Park,October,2014,email,TRUE,2003,FALSE,11
406,ADULT,96,84,55 to 59 years,Main Library,July,2016,email,TRUE,2003,FALSE,7
407,ADULT,7,0,60 to 64 years,Bernal Heights,November,2011,phone,TRUE,2003,FALSE,8
408,SENIOR,948,1110,65 to 74 years,Merced,July,2016,email,TRUE,2003,FALSE,7
409,ADULT,83,21,55 to 59 years,Glen Park,May,2015,phone,TRUE,2003,FALSE,1
410,ADULT,240,71,45 to 54 years,Chinatown,September,2013,email,TRUE,2003,FALSE,8
411,SENIOR,36,9,65 to 74 years,West Portal,May,2015,phone,FALSE,2003,FALSE,8
412,SENIOR,303,229,65 to 74 years,Marina,July,2016,phone,FALSE,2003,FALSE,2
413,ADULT,96,35,45 to 54 years,Parkside,November,2009,print,FALSE,2003,FALSE,4
414,ADULT,801,1021,60 to 64 years,Mission,July,2016,email,TRUE,2003,FALSE,8
415,ADULT,43,104,25 to 34 years,Richmond,July,2016,email,TRUE,2003,FALSE,5
416,ADULT,22,0,45 to 54 years,Excelsior,November,2014,email,TRUE,2003,FALSE,11
417,ADULT,40,3,45 to 54 years,Bernal Heights,January,2016,email,TRUE,2003,FALSE,9
418,ADULT,68,19,60 to 64 years,Sunset,July,2016,email,TRUE,2003,FALSE,5
419,ADULT,79,15,45 to 54 years,West Portal,February,2011,email,TRUE,2003,FALSE,7
420,ADULT,321,0,55 to 59 years,Mission,July,2016,phone,FALSE,2003,FALSE,11
421,ADULT,231,70,60 to 64 years,Noe Valley/Sally Brunn,July,2016,email,TRUE,2003,FALSE,8
422,ADULT,567,7,45 to 54 years,Main Library,March,2014,print,FALSE,2003,FALSE,3
423,ADULT,157,83,25 to 34 years,Mission,July,2014,email,TRUE,2003,FALSE,8
424,ADULT,154,46,55 to 59 years,Main Library,July,2016,email,TRUE,2003,FALSE,2
425,ADULT,1788,139,60 to 64 years,Anza,July,2016,email,TRUE,2003,FALSE,1
426,ADULT,2,1,35 to 44 years,Main Library,September,2010,email,TRUE,2003,FALSE,10
427,ADULT,302,6,35 to 44 years,West Portal,June,2015,email,TRUE,2003,FALSE,7
428,ADULT,35,55,60 to 64 years,Chinatown,October,2015,email,TRUE,2003,FALSE,11
429,ADULT,91,23,55 to 59 years,Richmond,March,2016,phone,FALSE,2003,FALSE,4
430,SENIOR,572,364,65 to 74 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
431,ADULT,64,39,35 to 44 years,Parkside,August,2015,email,TRUE,2003,FALSE,4
432,ADULT,64,15,60 to 64 years,Presidio,November,2015,print,TRUE,2003,FALSE,2
433,ADULT,133,23,55 to 59 years,Bayview/Linda Brooks-Burton,July,2016,email,TRUE,2003,FALSE,10
434,ADULT,775,27,45 to 54 years,Glen Park,May,2016,email,TRUE,2003,FALSE,8
435,RETIRED STAFF,652,182,55 to 59 years,Noe Valley/Sally Brunn,July,2016,email,TRUE,2003,FALSE,8
436,ADULT,218,231,45 to 54 years,Ortega,June,2016,email,TRUE,2003,FALSE,4
437,ADULT,164,33,35 to 44 years,Portola,September,2013,email,TRUE,2003,FALSE,9
438,SENIOR,1077,217,65 to 74 years,Parkside,July,2016,email,TRUE,2003,FALSE,1
439,ADULT,115,75,45 to 54 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
440,ADULT,817,788,60 to 64 years,Main Library,June,2016,email,TRUE,2003,FALSE,1
441,ADULT,1092,761,60 to 64 years,Mission,July,2016,phone,FALSE,2003,FALSE,9
442,ADULT,1339,1069,55 to 59 years,Ortega,July,2016,email,TRUE,2003,FALSE,4
443,SENIOR,302,135,65 to 74 years,Sunset,July,2016,email,TRUE,2003,FALSE,5
444,ADULT,39,63,45 to 54 years,Mission,January,2014,print,FALSE,2003,FALSE,8
445,ADULT,3,0,45 to 54 years,Chinatown,November,2014,email,TRUE,2003,FALSE,11
446,ADULT,297,376,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,3
447,ADULT,23,11,45 to 54 years,Noe Valley/Sally Brunn,May,2015,phone,FALSE,2003,FALSE,9
448,ADULT,56,38,55 to 59 years,Mission,July,2015,phone,FALSE,2003,FALSE,10
449,ADULT,177,54,60 to 64 years,Richmond,December,2015,email,TRUE,2003,FALSE,1
450,ADULT,225,452,55 to 59 years,West Portal,October,2014,email,TRUE,2003,FALSE,7
451,ADULT,60,61,35 to 44 years,West Portal,August,2015,email,TRUE,2003,FALSE,7
452,ADULT,1861,1200,45 to 54 years,Parkside,February,2015,email,TRUE,2003,FALSE,4
453,SENIOR,1,4,65 to 74 years,Main Library,August,2012,phone,FALSE,2003,FALSE,8
454,ADULT,104,10,45 to 54 years,Main Library,January,2016,email,TRUE,2003,FALSE,10
455,ADULT,440,181,25 to 34 years,Ingleside,March,2016,email,TRUE,2003,FALSE,11
456,SENIOR,2124,762,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,3
457,SENIOR,566,532,65 to 74 years,Parkside,October,2013,email,TRUE,2003,FALSE,4
458,SENIOR,16,2,65 to 74 years,Main Library,November,2008,email,TRUE,2003,FALSE,11
459,ADULT,852,456,60 to 64 years,Sunset,July,2016,email,TRUE,2003,FALSE,4
460,SENIOR,4188,2483,65 to 74 years,Chinatown,July,2016,email,TRUE,2003,FALSE,3
461,ADULT,459,45,60 to 64 years,Anza,June,2016,email,TRUE,2003,FALSE,1
462,ADULT,122,58,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,7
463,SENIOR,884,49,65 to 74 years,Parkside,July,2016,phone,FALSE,2003,FALSE,4
464,ADULT,14,0,55 to 59 years,Main Library,February,2008,print,FALSE,2003,FALSE,8
465,SENIOR,354,21,65 to 74 years,Presidio,May,2016,email,TRUE,2003,FALSE,2
466,ADULT,125,31,60 to 64 years,Main Library,April,2014,phone,FALSE,2003,FALSE,6
467,ADULT,972,1407,45 to 54 years,Parkside,July,2016,email,TRUE,2003,FALSE,4
468,ADULT,87,142,60 to 64 years,Main Library,September,2015,email,TRUE,2003,FALSE,4
469,ADULT,20,8,35 to 44 years,Presidio,November,2013,phone,FALSE,2003,FALSE,5
470,ADULT,395,100,60 to 64 years,Sunset,July,2016,email,TRUE,2003,FALSE,7
471,ADULT,120,31,60 to 64 years,West Portal,February,2014,email,TRUE,2003,FALSE,7
472,SENIOR,93,14,65 to 74 years,Main Library,July,2016,phone,FALSE,2003,FALSE,9
473,ADULT,775,96,45 to 54 years,Park,July,2016,email,TRUE,2003,FALSE,4
474,SENIOR,305,91,65 to 74 years,Sunset,November,2015,phone,FALSE,2003,FALSE,4
475,ADULT,68,82,35 to 44 years,Main Library,September,2014,email,TRUE,2003,FALSE,9
476,ADULT,86,14,35 to 44 years,Bayview/Linda Brooks-Burton,July,2015,email,TRUE,2003,FALSE,10
477,ADULT,1451,176,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,1
478,ADULT,1434,266,45 to 54 years,West Portal,June,2016,email,TRUE,2003,FALSE,7
479,ADULT,30,1,55 to 59 years,Main Library,August,2009,phone,FALSE,2003,FALSE,6
480,ADULT,676,829,35 to 44 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
481,SENIOR,238,184,65 to 74 years,Sunset,June,2016,phone,FALSE,2003,FALSE,7
482,SENIOR,379,235,65 to 74 years,Sunset,October,2013,email,TRUE,2003,FALSE,7
483,ADULT,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2016,TRUE,
484,ADULT,116,73,60 to 64 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2003,FALSE,8
485,ADULT,9,3,45 to 54 years,Main Library,October,2014,phone,FALSE,2003,FALSE,9
486,ADULT,8,4,25 to 34 years,Ingleside,February,2013,email,TRUE,2003,FALSE,10
487,ADULT,423,34,55 to 59 years,Main Library,July,2016,email,TRUE,2003,FALSE,11
488,SENIOR,393,78,65 to 74 years,Glen Park,July,2016,email,TRUE,2003,FALSE,8
489,ADULT,129,15,55 to 59 years,Main Library,August,2014,email,TRUE,2003,FALSE,5
490,SENIOR,1807,1618,65 to 74 years,Sunset,July,2016,email,TRUE,2003,FALSE,5
491,SENIOR,5,2,65 to 74 years,Parkside,October,2015,print,FALSE,2003,FALSE,4
492,ADULT,63,51,45 to 54 years,Main Library,September,2015,email,TRUE,2003,FALSE,1
493,ADULT,431,273,35 to 44 years,Excelsior,July,2016,email,TRUE,2003,FALSE,11
494,ADULT,50,16,45 to 54 years,West Portal,March,2014,email,TRUE,2003,FALSE,7
495,ADULT,14,2,45 to 54 years,Glen Park,June,2016,email,TRUE,2003,FALSE,7
496,ADULT,27,49,45 to 54 years,Excelsior,January,2016,email,TRUE,2003,FALSE,9
497,ADULT,109,14,55 to 59 years,Presidio,October,2014,email,TRUE,2003,FALSE,2
498,ADULT,89,54,60 to 64 years,Merced,July,2016,email,TRUE,2003,FALSE,7
499,SENIOR,616,430,65 to 74 years,Potrero,July,2016,email,TRUE,2003,FALSE,10
500,ADULT,10,1,55 to 59 years,Main Library,March,2016,email,TRUE,2003,FALSE,8
501,ADULT,167,5,35 to 44 years,Mission,May,2014,phone,FALSE,2003,FALSE,9
502,ADULT,64,13,55 to 59 years,Mission,June,2010,email,TRUE,2003,FALSE,9
503,SENIOR,107,33,65 to 74 years,Glen Park,December,2013,email,TRUE,2003,FALSE,11
504,SENIOR,115,9,65 to 74 years,Main Library,June,2016,email,TRUE,2003,FALSE,5
505,ADULT,40,58,45 to 54 years,Ingleside,January,2016,phone,FALSE,2003,FALSE,7
506,ADULT,272,274,55 to 59 years,Main Library,July,2016,phone,FALSE,2003,FALSE,10
507,ADULT,154,62,55 to 59 years,Marina,August,2015,email,TRUE,2003,FALSE,2
508,ADULT,834,1120,45 to 54 years,Sunset,July,2016,email,TRUE,2003,FALSE,5
509,ADULT,17,3,60 to 64 years,Merced,April,2016,email,TRUE,2003,FALSE,9
510,SENIOR,3707,389,65 to 74 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
511,ADULT,3,2,45 to 54 years,Bernal Heights,February,2014,email,TRUE,2003,FALSE,9
512,ADULT,114,84,45 to 54 years,Main Library,July,2015,email,TRUE,2003,FALSE,1
513,ADULT,503,578,60 to 64 years,Merced,July,2016,email,TRUE,2003,FALSE,7
514,SENIOR,48,24,65 to 74 years,Mission,February,2016,email,TRUE,2003,FALSE,8
515,ADULT,773,410,45 to 54 years,Ortega,July,2016,email,TRUE,2003,FALSE,4
516,ADULT,57,52,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,6
517,ADULT,549,353,55 to 59 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
518,ADULT,468,222,60 to 64 years,Eureka Valley/Harvey Milk Memorial,July,2016,phone,TRUE,2003,FALSE,8
519,ADULT,319,180,45 to 54 years,West Portal,August,2015,email,TRUE,2003,FALSE,7
520,SENIOR,2249,12,65 to 74 years,Main Library,July,2016,print,FALSE,2003,FALSE,6
521,ADULT,89,34,45 to 54 years,Main Library,December,2015,email,TRUE,2003,FALSE,7
522,SENIOR,1790,3370,65 to 74 years,Noe Valley/Sally Brunn,July,2016,phone,FALSE,2003,FALSE,8
523,ADULT,679,1669,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,8
524,SENIOR,188,19,65 to 74 years,West Portal,August,2015,email,TRUE,2003,FALSE,7
525,ADULT,70,38,60 to 64 years,Main Library,July,2015,email,TRUE,2003,FALSE,8
526,ADULT,706,58,35 to 44 years,West Portal,May,2016,email,TRUE,2003,FALSE,7
527,ADULT,267,435,35 to 44 years,Portola,June,2016,email,TRUE,2003,FALSE,10
528,ADULT,726,965,45 to 54 years,Anza,February,2016,email,TRUE,2003,FALSE,4
529,ADULT,45,32,55 to 59 years,Anza,March,2014,email,TRUE,2003,FALSE,1
530,ADULT,4,8,35 to 44 years,Main Library,July,2015,email,TRUE,2003,FALSE,5
531,SENIOR,252,169,65 to 74 years,Bernal Heights,July,2016,email,TRUE,2003,FALSE,9
532,ADULT,444,15,60 to 64 years,Main Library,February,2013,email,TRUE,2003,FALSE,11
533,SENIOR,211,114,65 to 74 years,Glen Park,July,2016,email,TRUE,2003,FALSE,8
534,ADULT,135,73,35 to 44 years,Chinatown,July,2016,email,TRUE,2003,FALSE,10
535,ADULT,57,12,60 to 64 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
536,SENIOR,2335,283,65 to 74 years,Parkside,December,2015,email,TRUE,2003,FALSE,4
537,ADULT,54,58,55 to 59 years,Anza,June,2016,email,TRUE,2003,FALSE,1
538,SENIOR,309,110,65 to 74 years,Main Library,July,2016,phone,FALSE,2003,FALSE,5
539,ADULT,274,607,55 to 59 years,Anza,June,2016,email,TRUE,2003,FALSE,1
540,ADULT,546,702,55 to 59 years,Sunset,March,2016,email,TRUE,2003,FALSE,7
541,ADULT,230,27,55 to 59 years,Main Library,July,2016,email,TRUE,2003,FALSE,2
542,SENIOR,246,95,65 to 74 years,Marina,June,2016,email,TRUE,2003,FALSE,2
543,SENIOR,18,13,65 to 74 years,Sunset,February,2016,email,TRUE,2003,FALSE,7
544,SENIOR,419,289,65 to 74 years,Ingleside,July,2016,email,TRUE,2003,FALSE,7
545,ADULT,1262,101,60 to 64 years,Sunset,July,2016,email,TRUE,2003,FALSE,8
546,ADULT,174,38,45 to 54 years,Main Library,June,2016,email,TRUE,2003,FALSE,8
547,ADULT,9,2,60 to 64 years,Marina,October,2013,email,TRUE,2003,FALSE,2
548,ADULT,107,93,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,10
549,ADULT,537,995,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,3
550,ADULT,4,4,45 to 54 years,Excelsior,November,2007,phone,FALSE,2003,FALSE,5
551,ADULT,327,20,60 to 64 years,Richmond,July,2016,email,TRUE,2003,FALSE,1
552,ADULT,1942,369,45 to 54 years,Main Library,July,2016,phone,TRUE,2003,FALSE,6
553,ADULT,1922,255,60 to 64 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
554,SENIOR,191,63,65 to 74 years,Main Library,June,2016,email,TRUE,2003,FALSE,5
555,ADULT,92,17,35 to 44 years,Main Library,March,2014,email,TRUE,2003,FALSE,5
556,SENIOR,14,1,65 to 74 years,Mission,January,2013,email,TRUE,2003,FALSE,8
557,SENIOR,382,184,65 to 74 years,Marina,July,2016,email,TRUE,2003,FALSE,2
558,SENIOR,394,113,65 to 74 years,Sunset,July,2016,email,TRUE,2003,FALSE,7
559,ADULT,10521,621,60 to 64 years,Main Library,July,2016,phone,FALSE,2003,FALSE,6
560,SENIOR,107,20,65 to 74 years,Main Library,April,2014,email,TRUE,2003,FALSE,2
561,ADULT,4,0,60 to 64 years,Bayview/Linda Brooks-Burton,June,2016,email,TRUE,2003,FALSE,11
562,SENIOR,403,227,65 to 74 years,Visitacion Valley,June,2016,email,TRUE,2003,FALSE,10
563,ADULT,21,8,55 to 59 years,West Portal,January,2015,email,TRUE,2003,FALSE,7
564,SENIOR,98,107,65 to 74 years,Park,November,2014,email,TRUE,2003,FALSE,5
565,ADULT,262,77,55 to 59 years,Main Library,July,2014,email,TRUE,2003,FALSE,4
566,ADULT,163,21,60 to 64 years,Main Library,July,2016,phone,FALSE,2003,FALSE,11
567,ADULT,810,53,45 to 54 years,Bayview/Linda Brooks-Burton,July,2016,email,TRUE,2003,FALSE,10
568,SENIOR,121,17,65 to 74 years,Main Library,March,2016,email,TRUE,2003,FALSE,8
569,ADULT,79,86,45 to 54 years,Chinatown,August,2014,phone,FALSE,2003,FALSE,10
570,SENIOR,1174,127,65 to 74 years,Sunset,July,2016,email,TRUE,2003,FALSE,7
